Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Image Link,Link to Listing
"1/BD 1/BA, Pittsburgh PA, Granite Countertops - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.447700,-79.993300,1,1,595,monthly,w/d in unit,attached garage,https://images.craigslist.org/00J0J_lvXsoPDcEnF_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-ba-pittsburgh-pa-granite/7790972774.html
Ready to lease! Beautifully designed 3 bed 1 bath apartment - apts/housing for rent - apartment rent - craigslist,Apartment,$957,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,3,1,800,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00c0c_9vSsOYi2lGv_0eN0b8_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-ready-to-lease-beautifully/7788453493.html
AVAIL 12/1!1BR in SqHill Nr CMU Shuttle&buslines! Close 2 UPMC&Oakland - apts/housing for rent - apartment rent -...,Apartment,"$1,016",Pittsburgh,"Covode, Pittsburgh, PA 15217",40.431869,-79.927273,1,1,400,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_1jbIQbcCBR7_0cU08B_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-12-11br-in-sqhill-nr/7785505724.html
AVAIL 1/2/25! Lrg 2BR nr Bkry Sq! Nr UPMC/Oakland/Chatham/Pitt! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,450",Pittsburgh,"Hastings St, pittsburgh, PA 15206",40.454268,-79.913273,2,1,975,monthly,w/d hookups,street parking,https://images.craigslist.org/00Y0Y_gACBuPisLpn_07K05a_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-lrg-2br-nr-bkry-sq-nr/7783756363.html
Move in 11/1! 2BR in Sq Hill Close 2 UPMC/Pitt/CMU/Chatham! Gr8 loc! - apts/housing for rent - apartment rent -...,Apartment,"$1,600",Pittsburgh,"Northumberland, Pittsburgh, PA 15217",40.442468,-79.917073,1,1,1075,monthly,laundry in bldg,street parking,https://images.craigslist.org/01212_1qapYA0hYwA_0kE0bD_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-br-in-sq-hill-close/7791541877.html
Two Bedroom Apt on Mckee - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,550",Pittsburgh,"Mckee Pl, Oakland, PA 15213",40.444000,-79.955200,2,1,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00c0c_7QT7Piyx8HE_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-two-bedroom-apt-on-mckee/7791536536.html
"24/7 Concierge, Dog Wash, Sweeping City Views - apts/housing for rent - apartment rent - craigslist",Apartment,"$3,007",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,2,2,983,monthly,laundry in bldg,attached garage,https://images.craigslist.org/01111_9qtWowXTRYd_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-24-concierge-dog-wash/7791541559.html
"1 Bed, Smoke-Free Building, On-Site Maintenance - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,270",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.332300,-80.081000,1,1,660,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_6kR3zMBr3oQ_0q80hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-smoke-free-building-on/7783472344.html
BRIGHT SHADYSIDE 1 BEDROOM - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,385",Pittsburgh,N/A,40.455143,-79.930060,1,1,800,monthly,laundry in bldg,street parking,https://images.craigslist.org/00J0J_kDBLYoQ0TEx_04Q03D_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bright-shadyside-bedroom/7789269045.html
SHADYSIDE 1 BEDROOM $1195 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,195",Pittsburgh,N/A,40.461968,-79.937573,1,1,750,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_haKZ6s7Rgrw_07K05o_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-bedroom-1195/7789268961.html
Great 1br in Regent Square $1045 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025",Pittsburgh,N/A,40.431087,-79.891030,1,1,650,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00F0F_4qZsDO7rF5N_0au05K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-1br-in-regent-square/7789268855.html
"Window Coverings, Internet Access: High-Speed, Pets Allowed - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,259",Pittsburgh,"401 Abbeyville Rd, Pittsburgh, PA 15228",40.350699,-80.048058,1,1,780,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00U0U_6fowp48t8hJ_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-window-coverings-internet/7791538608.html
"Internet Access: High-Speed, Pets Allowed, Private Balcony - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,484",Pittsburgh,"401 Abbeyville Rd, Pittsburgh, PA 15228",40.350699,-80.048058,2,2,980,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00707_jFrMCXsk6Z0_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-internet-access-high-speed/7785961856.html
3 Bedroom apartment for rent - apts/housing for rent - apartment rent - craigslist,Apartment,$850,Washington,"219 North Ave, Washington PA, PA 15301",40.171700,-80.256000,3,1,1200,monthly,laundry in bldg,off-street parking,No image available,https://pittsburgh.craigslist.org/apa/d/washington-bedroom-apartment-for-rent/7791538174.html
Great Location Studio Apartment for Rent in the Heart of Dormont - apts/housing for rent - apartment rent - craigslist,Apartment,$650,Pittsburgh,"West Liberty, Pittsburgh, PA 15216",40.395533,-80.033383,N/A,1,N/A,monthly,laundry in bldg,street parking,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-location-studio/7791536493.html
Stop by today at the 2 bed / 1 bath of your dreams! 830 Sq Ft! - apts/housing for rent - apartment rent - craigslist,Apartment,$625,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,830,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_5D4D3qiKqzh_0g50aN_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-stop-by-today-at-the-bed-bath/7791536730.html
"Fantastic neighborhood! Great 1 bed, 1 bath, 580 Sq Ft! - apts/housing for rent - apartment rent - craigslist",Apartment,$590,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,1,1,580,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00808_84XNGMTJvoq_0eD09L_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-fantastic-neighborhood-great/7791536663.html
The home you've always wanted: Spacious Studio awaits. - apts/housing for rent - apartment rent - craigslist,Apartment,$499,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,N/A,1,350,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01515_da55p2MdzLd_0eN09V_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-the-home-youve-always-wanted/7791536564.html
4 Bedroom Apt on St James in Oakland $2600 - apts/housing for rent - apartment rent - craigslist,Apartment,"$2,600",Pittsburgh,"3462 St James Pl, 15213, PA 15213",40.444000,-79.955200,4,1,N/A,monthly,no laundry on site,street parking,https://images.craigslist.org/00w0w_ljRDcIuZ3lu_0kE0fu_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-apt-on-st-james-in/7791534337.html
Really nice 1/2 Duplex - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,295",Pittsburgh,N/A,40.499900,-79.973900,3,2,1490,monthly,w/d hookups,off-street parking,https://images.craigslist.org/00F0F_1ZXFkyAqDIp_07K0ak_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-really-nice-2-duplex/7788753374.html
All Utilities Included! Studio Apartment - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,385",Pittsburgh,"1500 Park Ln, Pittsburgh, PA 15275",40.455975,-80.188683,N/A,1,502,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00v0v_18JWX7Fzmiy_08405n_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7789551823.html
1 Bedrooom Dormont - apts/housing for rent - apartment rent - craigslist,Apartment,$825,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.400100,-80.016100,1,1,375,monthly,laundry in bldg,street parking,https://images.craigslist.org/01010_2aRuFOEtWjN_0d40hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedrooom-dormont/7790978486.html
"Full House with Porch & Yard, Three Floors, Avail Dec 2nd - apts/housing for rent - apartment rent - craigslist",House,"$1,600",Pittsburgh,"Pitt St, Pittsburgh, PA 15221",40.438782,-79.890454,3,1,1819,monthly,w/d hookups,street parking,https://images.craigslist.org/00F0F_dZwQCPibMUr_0aL0g8_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-full-house-with-porch-yard/7787122134.html
Little Renovated Efficiency utilities included - apts/housing for rent - apartment rent - craigslist,Apartment,$700,Pittsburgh,"1627 Brownsville Rd, Pgh, PA 15210",40.398909,-79.988854,N/A,1,N/A,monthly,laundry in bldg,street parking,https://images.craigslist.org/00O0O_hxhoeBgA8nj_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-little-renovated-efficiency/7789768670.html
"Luxury Bathrooms, Package Room, Music Room - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,476",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,N/A,1,523,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00t0t_lJW5pUNAkmX_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-luxury-bathrooms-package/7790557718.html
Freshly renovated 800 square foot loft - apts/housing for rent - apartment rent - craigslist,Apartment,$785,Gastonville,N/A,40.259300,-79.975300,1,1,850,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00T0T_5kNVLMiiTF_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/gastonville-freshly-renovated-800/7790452273.html
Home Sweet Home - apts/housing for rent - apartment rent - craigslist,House,"$1,300",North Apollo,"134 Florida Ave, Apollo, PA 15613, Apollo, PA 15613",40.588258,-79.532500,2,1,N/A,monthly,laundry in bldg,detached garage,https://images.craigslist.org/00T0T_3LhdKLwz2gf_0co08A_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/north-apollo-home-sweet-home/7791524336.html
1b/1ba corner unit river view - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,725",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.447700,-79.993300,1,1,870,monthly,w/d in unit,attached garage,https://images.craigslist.org/01616_jJnrhUDr5Mh_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1b-1ba-corner-unit-river-view/7790977070.html
"PETS WELCOMED Duplex with Granite Countertops, Deck, Central Air - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425",Carnegie,"216 Modern Ave, Carnegie, PA 15106",40.410796,-80.089815,4,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00E0E_8gZhyEMisr3_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/carnegie-pets-welcomed-duplex-with/7791525263.html
This is it! The ideal 2 bed 1 bath! Close distance to the campus - apts/housing for rent - apartment rent - craigslist,Apartment,$625,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,830,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00z0z_kCXcI4cqFZQ_0eD09L_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-this-is-it-the-ideal-bed-bath/7788453823.html
2015 Wendover Street - 1 BR - apts/housing for rent - apartment rent - craigslist,Apartment,$900,Pittsburgh,N/A,40.433765,-79.928844,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/01616_59uoignTxj2_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7784138301.html
2015 Wendover Street - 1 BR - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,N/A,40.433765,-79.928844,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00303_acCpJYnXu8o_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7785796352.html
